NODE,SWIP,PORT,TOKYTHUAT,TRAM,MACSHT
UL_DHO043M_LAN,10.81.4.62,5,Đức Hòa,DHO043M (Nhà nghỉ Thượng Hải),CSHT_LAN_00344
UL_DHO048M_LAN,10.81.4.65,21,Đức Hòa,DHO048M (Kênh Kháng Chiến),CSHT_LAN_00319
UL_DHO049W_LAN,10.81.4.54,4,Đức Hòa,DHO049M (Cty An Nông),CSHT_LAN_00340
UL_DHO050M_LAN,10.81.4.169,10,Đức Huệ,DHO050M (KV1 TT Hiệp Hòa),CSHT_LAN_00380
UL_DHO051M_LAN,10.81.5.63,6,Hậu Nghĩa,DHO051M (Bàu Sen),CSHT_LAN_00364
UL_DHO053M_LAN,10.81.4.72,19,Hậu Nghĩa,DHO053M (Thầy Cang),CSHT_LAN_00396
UL_DHO054M_LAN,10.81.4.41,6,Hậu Nghĩa,DHO054M (Paris),CSHT_LAN_00398
2G_DHO054M_LAN,E1,E1,Hậu Nghĩa,DHO054M (Paris),CSHT_LAN_00398
UL_DHO057W_LAN,10.81.4.54,6,Đức Hòa,DHO057M (Khu Liksing),CSHT_LAN_00394
UL_DHO702B_LAN,10.81.4.54,16,Đức Hòa,DHO057M (Khu Liksing),CSHT_LAN_00666
2G_DHO057M_LAN,E1,E1,Đức Hòa,DHO057M (Khu Liksing),CSHT_LAN_00394
UL_DHO058M_LAN,10.81.4.46,8,Đức Hòa,DHO058M (Liên Minh),CSHT_LAN_00403
UL_DHO059M_LAN,10.81.4.153,6,Hậu Nghĩa,DHO059M (Phú Sinh),CSHT_LAN_00399
UL_DHO060M_LAN,10.81.4.62,20,Đức Hòa,DHO060M (Anh Du),CSHT_LAN_00395
UL_DHO063M_LAN,10.81.5.160,4,Đức Hòa,DHO063M (Ba anh Tâm),CSHT_LAN_00409
UL_DHO067W_LAN,10.81.4.106,8,Đức Hòa,DHO067M (Trạm 10 Thơm),CSHT_LAN_00418
UL_DHO074M_LAN,10.81.4.62,18,Đức Hòa,DHO074M (A.Bằng địa chính),CSHT_LAN_00577
UL_DHO703B_LAN,10.81.4.62,16,Đức Hòa,DHO075M-LAN( KDC Tân Đức),CSHT_LAN_00667
UL_DHO075M_LAN,10.81.4.62,8,Đức Hòa,DHO075M-LAN( KDC Tân Đức),CSHT_LAN_00576
UL_DHO076M_LAN,10.81.4.77,7,Hậu Nghĩa,DHO076M-LAN ( Hẻm Nguyễn Kim),CSHT_LAN_00574
UL_DHO077M_LAN,10.81.4.62,9,Đức Hòa,DHO077M-LAN(Nhà anh Cương),CSHT_LAN_00590
UL_DHO078M_LAN,10.81.4.41,16,Hậu Nghĩa,DHO078M-LAN(Ba anh Trọng),CSHT_LAN_00591
UL_DHO079M_LAN,10.81.4.70,15,Hậu Nghĩa,DHO079M-LAN(Cầu Ba Sa),CSHT_LAN_00578
UL_DHO080M_LAN,10.81.4.70,19,Hậu Nghĩa,DHO080M-LAN (Ông Đoạn),CSHT_LAN_00579
UL_DHO081M_LAN,10.81.4.42,11,Hậu Nghĩa,DHO081M-LAN ( KCN Thái Hoà),CSHT_LAN_00580
UL_DHO082M_LAN,10.81.4.72,7,Hậu Nghĩa,DHO082M-LAN ( Anh Lý),CSHT_LAN_00584
UL_DHO083M_LAN,10.81.4.72,8,Hậu Nghĩa,DHO083M-LAN( Trường Châu Văn Liêm),CSHT_LAN_00585
UL_DHO084M_LAN,10.81.4.46,2,Đức Hòa,"DHO084M-LAN( Đường số 3 , Hạnh Phúc)",CSHT_LAN_00586
UL_DHO085M_LAN,10.81.4.153,21,Hậu Nghĩa,DHO085M-LAN (Cống Hậu Hòa),CSHT_LAN_00592
UL_DHO086M_LAN,10.81.4.46,11,Đức Hòa,DHO086M-LAN(KTX Tân Đại Hưng),CSHT_LAN_00607
UL_DHO087M_LAN,10.81.4.72,3,Hậu Nghĩa,DHO087M (Huyện đội),CSHT_LAN_00583
UL_DHO088M_LAN,10.81.4.77,8,Hậu Nghĩa,DHO088M-LAN (Chợ Đình),CSHT_LAN_00597
UL_DHO089M_LAN,10.81.4.64,9,Đức Hòa,DHO089M-LAN (ĐD hẻm Tám Lý),CSHT_LAN_00606
UL_DHO704B_LAN,10.81.4.58,7,Đức Hòa,DHO090M-LAN ( Xử lí nước thải),CSHT_LAN_00668
UL_DHO090M_LAN,10.81.4.58,23,Đức Hòa,DHO090M-LAN ( Xử lí nước thải),CSHT_LAN_00610
UL_DHO091M_LAN,10.81.5.65,10,Đức Hòa,DHO091M-LAN ( Trạm thu phí),CSHT_LAN_00609
UL_DHO092M_LAN,10.81.4.72,22,Hậu Nghĩa,"DHO092M-LAN (Khu A, TT Hậu Nghĩa)",CSHT_LAN_00611
UL_DHO115M_LAN,10.81.5.159,2,Hậu Nghĩa,"DHO115M (Ấp Nhơn Hòa 2, xã Đức Hòa Thượng)",CSHT_LAN_00834
UL_DHO119M_LAN,10.81.5.67,5,Hậu Nghĩa,"DHO119M (Ấp Hiệp Hòa 2, xã Hiệp Hòa)",CSHT_LAN_00836
UL_DHO121M_LAN,10.81.5.153,11,Đức Huệ,"DHO121M (Ấp Lộc Thạnh, Xã Lộc Giang)",CSHT_LAN_00839
UL_DHO122M_LAN,10.81.5.67,15,Hậu Nghĩa,"DHO122M (Ấp Chánh , xã Tân Mỹ)",CSHT_LAN_00838
UL_DHO123M_LAN,10.81.5.239,5,Hậu Nghĩa,"DHO123M ( Ngã 4 đường số 3 và số 10, KCN Xuyên Á)",CSHT_LAN_00835
UL_DHO124M_LAN,10.81.4.65,1,Đức Hòa,"DHO124M (Ấp 4, Xã Hựu Thạnh)",CSHT_LAN_00837
UL_DHO125M_LAN,10.81.5.226,6,Hậu Nghĩa,"DHO125M (KCN Ánh Hồng, ấp Đức Hạnh 2, xã Đức Lập Hạ)",CSHT_LAN_00866
UL_DHO126M_LAN,10.81.4.50,17,Đức Hòa,"DHO126M (KDC An Nông 1 - Làng Sen, ấp 5, xã Đức Hòa Đông)",CSHT_LAN_00867
4G-DHO127S-LAN,10.81.4.70,17,Hậu Nghĩa,DHO127P,CSHT_LAN_00408
UL_DHO128M_LAN,10.81.4.62,2,Đức Hòa,DHO128M,CSHT_LAN_00920
UL_DHO129M_LAN,10.81.4.64,7,Đức Hòa,DHO129M,CSHT_LAN_00890
UL_DHO130M_LAN,10.81.4.58,18,Đức Hòa,DHO130M,CSHT_LAN_00881
UL_DHO131M_LAN,10.81.4.56,9,Đức Hòa,DHO131M,CSHT_LAN_00883
UL_DHO132M_LAN,10.81.4.58,19,Đức Hòa,DHO132M,CSHT_LAN_00919
UL_DHO133M_LAN,10.81.4.46,5,Đức Hòa,DHO133M,CSHT_LAN_00886
UL_DHO134M_LAN,10.81.4.53,9,Đức Hòa,DHO134M,CSHT_LAN_00887
UL_DHO135M_LAN,10.81.4.53,11,Đức Hòa,DHO135M,CSHT_LAN_00889
UL_DHO136M_LAN,10.81.4.72,14,Hậu Nghĩa,DHO136M,CSHT_LAN_00964
UL_DHO137M_LAN,10.81.5.160,6,Hậu Nghĩa,DHO137M,CSHT_LAN_00943
UL_DHO138M_LAN,10.81.5.226,7,Hậu Nghĩa,DHO138M,CSHT_LAN_00914
UL_DHO139M_LAN,10.81.4.69,10,Hậu Nghĩa,DHO139M,CSHT_LAN_00913
UL_DHO140M_LAN,10.81.4.46,21,Đức Hòa,DHO140M,CSHT_LAN_00885
UL_DHO141M_LAN,10.81.4.46,19,Đức Hòa,DHO141M,CSHT_LAN_00888
UL_DHO142M_LAN,10.81.4.62,4,Đức Hòa,DHO142M,CSHT_LAN_00880
UL_DHO143M_LAN,10.81.4.106,3,Đức Hòa,DHO143M,CSHT_LAN_00904
3G_DHU019M_LAN,10.81.4.166,3,Đức Huệ,DHU019A (Ấp 6 MQĐ),CSHT_LAN_00010
4G-DHU019M-LAN,10.81.4.166,7,Đức Huệ,DHU019A (Ấp 6 MQĐ),CSHT_LAN_00010
2G_DHU019M_LAN,E1,E1,Đức Huệ,DHU019A (Ấp 6 MQĐ),CSHT_LAN_00010
3G_DHU021E_LAN,10.81.4.224,4,Đức Huệ,DHU021M (Ấp 2 Bình Thành),CSHT_LAN_00372
3G_DHU021M_LAN,10.81.4.249,19,Đức Huệ,DHU021M (Ấp 2 Bình Thành),CSHT_LAN_00372
UL_DHU021M_LAN,10.81.4.249,20,Đức Huệ,DHU021M (Ấp 2 Bình Thành),CSHT_LAN_00372
2G_DHU021M_LAN,E1,E1,Đức Huệ,DHU021M (Ấp 2 Bình Thành),CSHT_LAN_00372
UL_DHU022M_LAN,10.81.4.244,7,Đức Huệ,DHU022M (Ấp 2 Bình Hòa Hưng),CSHT_LAN_00341
2G_DHU022M_LAN,E1,E1,Đức Huệ,DHU022M (Ấp 2 Bình Hòa Hưng),CSHT_LAN_00341
3G_DHU023M_LAN,10.81.4.175,17,Đức Huệ,DHU023M (Ấp 4 Mỹ Quý Tây),CSHT_LAN_00365
4G-DHU023M-LAN,10.81.4.175,12,Đức Huệ,DHU023M (Ấp 4 Mỹ Quý Tây),CSHT_LAN_00365
2G_DHU023M_LAN,E1,E1,Đức Huệ,DHU023M (Ấp 4 Mỹ Quý Tây),CSHT_LAN_00365
UL_DHU025M_LAN,10.81.5.166,4,Đức Huệ,"DHU025M (Ấp 5, xã Mỹ Quý Đông)",CSHT_LAN_00840
UL_DHU027M_LAN,10.81.4.175,7,Đức Huệ,"DHU027M (Ấp 2, xã Mỹ Quý Tây)",CSHT_LAN_00842
UL_DHU028M_LAN,10.81.4.167,5,Đức Huệ,"DHU028M (Ấp 3, xã Bình Hòa Nam)",CSHT_LAN_00843
UL_DHU029M_LAN,10.81.4.162,4,Đức Huệ,"DHU029M (Ấp 1, Xã Mỹ Thạnh Bắc)",CSHT_LAN_00841
UL_DHU030M_LAN,10.81.4.165,8,Đức Huệ,"DHU030M (Khu phố 4, Thị trấn Đông Thành)",CSHT_LAN_00844
UL_DHU031M_LAN,10.81.4.76,6,Đức Huệ,"DHU031M (Ấp Hòa Tây, Xã Bình Hòa Bắc)",CSHT_LAN_00845
3G_TAN031M_LAN,10.81.5.10,4,Tân An 1,Đinh Viết Cửu P3,CSHT_LAN_00249
GL_TAN031M_LAN,10.81.5.10,11,Tân An 1,Đinh Viết Cửu P3,CSHT_LAN_00249
2G_BLU029M_LAN,10.81.4.87,14,Bến Lức,Happy Land,CSHT_LAN_00022
UL_BLU029M_LAN,10.81.4.87,3,Bến Lức,Happy Land,CSHT_LAN_00022
UL_TTU033W_LAN,10.81.4.117,15,Thủ Thừa,KCN Hòa Bình (TTU033M),CSHT_LAN_00436
UL_DHO098M_LAN,10.81.5.226,3,Hậu Nghĩa,KĐT Hồng Phát-DHO098M,CSHT_LAN_00496
3G_TAN013M_LAN,10.81.4.39,24,Tân An 2,Khu đô thị Lợi Bình Nhơn,CSHT_LAN_00023
GL_TAN013M_LAN,10.81.4.39,2,Tân An 2,Khu đô thị Lợi Bình Nhơn,CSHT_LAN_00023
3G_KTU001M_LAN,10.81.4.248,3,Kiến Tường,KTU001M (Xã Tuyên Thạnh),CSHT_LAN_00230
4G-KTU001M-LAN,10.81.4.248,24,Kiến Tường,KTU001M (Xã Tuyên Thạnh),CSHT_LAN_00230
2G_KTU001M_LAN,E1,E1,Kiến Tường,KTU001M (Xã Tuyên Thạnh),CSHT_LAN_00230
UL_KTU002M_LAN,10.81.4.205,24,Kiến Tường,KTU002M (Xã Thạnh Hưng),CSHT_LAN_00251
2G_KTU002M_LAN,E1,E1,Kiến Tường,KTU002M (Xã Thạnh Hưng),CSHT_LAN_00251
UL_KTU700B_LAN,10.81.4.179,23,Kiến Tường,KTU005E,CSHT_LAN_00970
UL_KTU012M_LAN,10.81.5.238,2,Kiến Tường,"KTU012M (Ấp Bàu Mua, xã Thạnh Hưng)",CSHT_LAN_00345
2G_KTU012M_LAN,E1,E1,Kiến Tường,"KTU012M (Ấp Bàu Mua, xã Thạnh Hưng)",CSHT_LAN_00345
UL_KTU014M_LAN,10.81.4.179,11,Kiến Tường,KTU014M (KTU014M Ấp Ông Nhân Tây),CSHT_LAN_00336
UL_KTU015M_LAN,10.81.4.179,17,Kiến Tường,KTU015M (Ấp Tầm Đuông),CSHT_LAN_00388
UL_KTU016M_LAN,10.81.4.173,9,Kiến Tường,KTU016M (Quốc lộ 62),CSHT_LAN_00412
UL_KTU017M_LAN,10.81.4.173,6,Kiến Tường,KTU017M (97 Ngô Quyền),CSHT_LAN_00575
UL_KTU019M_LAN,10.81.4.173,11,Kiến Tường,KTU019M ( Số 235 Nguyễn Thành A),CSHT_LAN_00589
UL_KTU020M_LAN,10.81.4.179,18,Kiến Tường,KTU020M (Số 58 ấp Gò Dưa),CSHT_LAN_00612
UL_KTU021M_LAN,10.81.5.170,6,Kiến Tường,"KTU021M (Số 221, Ấp  ông Lễ)",CSHT_LAN_00613
UL_KTU024M_LAN,10.81.4.173,5,Kiến Tường,"KTU024M (Phường 3, TX KTG)",CSHT_LAN_00731
UL_KTU025M_LAN,10.81.5.171,8,Kiến Tường,"KTU025M (Ấp Cái Đôi Đông, Bình Tân)",CSHT_LAN_00697
UL_KTU026M_LAN,10.81.5.238,3,Kiến Tường,KTU026M (106 Ấp Bàu Mua),CSHT_LAN_00693
3G_KTU028M_LAN,10.81.4.179,12,Kiến Tường,KTU028M,CSHT_LAN_00928
4G-KTU028M-LAN,10.81.4.179,19,Kiến Tường,KTU028M,CSHT_LAN_00928
SR_DHO035W_LAN,10.81.4.45,2,Đức Hòa,KTX Dệt Đông Quang,CSHT_LAN_00136
2G_DHO035M_LAN,E1,E1,Đức Hòa,KTX Dệt Đông Quang,CSHT_LAN_00136
3G_TAN028M_LAN,10.81.5.13,6,Tân An 1,Lăng Nguyễn Huỳnh Đức,CSHT_LAN_00244
GL_TAN028M_LAN,10.81.4.13,11,Tân An 1,Lăng Nguyễn Huỳnh Đức,CSHT_LAN_00244
3G_TTU017M_LAN,10.81.5.88,2,Thủ Thừa,Long Thạnh N2,CSHT_LAN_00232
4G-TTU017M-LAN,10.81.5.88,3,Thủ Thừa,Long Thạnh N2,CSHT_LAN_00232
2G_TTU017M_LAN,E1,E1,Thủ Thừa,Long Thạnh N2,CSHT_LAN_00232
UL_MHO700B_LAN,10.81.5.175,6,Mộc Hóa,MHO001E,CSHT_LAN_00974
UL_MHO701B_LAN,10.81.5.172,3,Mộc Hóa,MHO005E,CSHT_LAN_00975
UL_MHO702B_LAN,10.81.4.49,3,Mộc Hóa,MHO006E,CSHT_LAN_00973
UL_MHO703B_LAN,10.81.5.36,5,Mộc Hóa,MHO011E,CSHT_LAN_00972
3G_MHO019M_LAN,10.81.5.173,17,Mộc Hóa,MHO019B (Ấp Mương Khai),CSHT_LAN_00174
4G-MHO019M-LAN,10.81.5.173,3,Mộc Hóa,MHO019B (Ấp Mương Khai),CSHT_LAN_00174
2G_MHO019M_LAN,E1,E1,Mộc Hóa,MHO019B (Ấp Mương Khai),CSHT_LAN_00174
3G_KTU013M_LAN,10.81.4.173,14,Kiến Tường,MHO022M (KTU013M Phường 1),CSHT_LAN_00337
4G-KTU013M-LAN,10.81.4.173,8,Kiến Tường,MHO022M (KTU013M Phường 1),CSHT_LAN_00337
UL_MHO024M_LAN,10.81.5.172,22,Mộc Hóa,MHO024M (Ấp 1 Bình Hòa Đông),CSHT_LAN_00338
UL_MHO704B_LAN,10.81.5.220,4,Mộc Hóa,MHO025E,CSHT_LAN_00977
UL_MHO025M_LAN,10.81.5.220,6,Mộc Hóa,MHO025M (Ấp Bình Trung),CSHT_LAN_00350
3G_MHO026M_LAN,10.81.4.202,13,Mộc Hóa,MHO026M (Ấp 5 Tân Lập),CSHT_LAN_00351
4G-MHO026M-LAN,10.81.4.202,11,Mộc Hóa,MHO026M (Ấp 5 Tân Lập),CSHT_LAN_00351
UL_MHO027M_LAN,10.81.4.49,4,Mộc Hóa,MHO027M (Ấp 2 Bình Hòa Đông),CSHT_LAN_00356
UL_MHO028M_LAN,10.81.4.49,13,Mộc Hóa,MHO028M (Ấp 3 Bình Phong Thạnh),CSHT_LAN_00349
2G_MHO028M_LAN,E1,E1,Mộc Hóa,MHO028M (Ấp 3 Bình Phong Thạnh),CSHT_LAN_00349
UL_MHO705B_LAN,10.81.5.170,3,Mộc Hóa,MHO029E,CSHT_LAN_00976
UL_MHO029M_LAN,10.81.5.170,4,Mộc Hóa,MHO029M (Ấp Bình Tây 2),CSHT_LAN_00588
UL_MHO030M_LAN,10.81.5.177,5,Mộc Hóa,"MHO030M (Ấp 4, xã Tân Lập, Mộc Hóa)",CSHT_LAN_00639
UL_MHO033M_LAN,10.81.5.173,2,Mộc Hóa,MHO033M,CSHT_LAN_00905
UL_MHO706B_LAN,10.81.4.49,2,Mộc Hóa,MHO034E,CSHT_LAN_00971
UL_MHO034M_LAN,10.81.4.49,7,Mộc Hóa,MHO034M,CSHT_LAN_00936
UL_DHO006M_LAN,10.81.5.160,16,Hậu Nghĩa,Mỹ Hạnh Nam,CSHT_LAN_00140
2G_DHO006M_LAN,E1,E1,Hậu Nghĩa,Mỹ Hạnh Nam,CSHT_LAN_00140
SR_TTU019M_LAN,10.81.4.15,8,Thủ Thừa,Ngả 3 Binh Ảnh,CSHT_LAN_00107
UL_CGI021M_LAN,10.81.4.139,12,Cần Giuộc,Ngã 3 Tám Chẻo,CSHT_LAN_00250
2G_CGI020M_LAN,10.81.4.139,11,Cần Giuộc,Ngã 5 Mũi Tàu,CSHT_LAN_00015
UL_CGI020M_LAN,10.81.4.211,2,Cần Giuộc,Ngã 5 Mũi Tàu,CSHT_LAN_00015
3G_TAN014M_LAN,10.81.5.32,24,Tân An 2,Ngãi Lợi A - Lợi Bình Nhơn,CSHT_LAN_00218
GL_TAN014M_LAN,10.81.5.32,21,Tân An 2,Ngãi Lợi A - Lợi Bình Nhơn,CSHT_LAN_00218
SR_TAN032M_LAN,10.81.4.34,8,Tân An 1,Nguyễn Đình Chiểu Phường 1,CSHT_LAN_00014
3G_TAN029M_LAN,10.81.5.211,16,Tân An,Rạch Mương P6,CSHT_LAN_00016
GL_TAN029M_LAN,10.81.4.24,3,Tân An,Rạch Mương P6,CSHT_LAN_00016
UL_DHO094M_LAN,10.81.4.72,23,Hậu Nghĩa,Tân Bình Hòa Khánh Tây-DHO094M,CSHT_LAN_00617
UL_DHO031M_LAN,10.81.4.41,3,Hậu Nghĩa,Tân Hòa-Đức Lập Hạ,CSHT_LAN_00094
2G_DHO031M_LAN,E1,E1,Hậu Nghĩa,Tân Hòa-Đức Lập Hạ,CSHT_LAN_00094
UL_TAN043M_LAN,10.81.4.34,23,Tân An 1,TAN007E-LAN (36 VCT),CSHT_LAN_00622
3G_TAN023M_LAN,10.81.5.39,6,Tân An 1,TAN023M ( Trạm Anh Nhã),CSHT_LAN_00061
GL_TAN023M_LAN,10.81.5.39,22,Tân An 1,TAN023M ( Trạm Anh Nhã),CSHT_LAN_00061
3G_TAN033M_LAN,10.81.5.10,7,Tân An 1,TAN033A (Phường 7),CSHT_LAN_00278
3G_TAN702B_LAN,10.81.5.10,24,Tân An 1,TAN033A (Phường 7),CSHT_LAN_00278
GL_TAN033M_LAN,10.81.5.10,10,Tân An 1,TAN033A (Phường 7),CSHT_LAN_00278
4G-TAN702B-LAN,10.81.5.10,23,Tân An 1,TAN033A (Phường 7),CSHT_LAN_00672
3G_TAN034M_LAN,10.81.4.113,23,Tân An 2,TAN034A (Ấp 1 HTP),CSHT_LAN_00252
GL_TAN034M_LAN,10.81.4.113,11,Tân An 2,TAN034A (Ấp 1 HTP),CSHT_LAN_00252
3G_TAN035M_LAN,10.81.5.34,8,Tân An 1,TAN035A (Ấp 1 Bình Tâm),CSHT_LAN_00254
GL_TAN035M_LAN,10.81.5.34,12,Tân An 1,TAN035A (Ấp 1 Bình Tâm),CSHT_LAN_00254
3G_TAN036M_LAN,10.81.5.13,24,Tân An 1,TAN036A-LAN (KP Nhơn Cầu),CSHT_LAN_00302
4G-TAN036M-LAN,10.81.4.13,6,Tân An 1,TAN036A-LAN (KP Nhơn Cầu),CSHT_LAN_00302
2G_TAN036M_LAN,10.81.4.13,7,Tân An 1,TAN036A-LAN (KP Nhơn Cầu),CSHT_LAN_00302
3G_TAN037M_LAN,10.81.5.32,23,Tân An,TAN037A-LAN (Ngãi Lợi B),CSHT_LAN_00303
4G-TAN037M-LAN,10.81.5.32,22,Tân An,TAN037A-LAN (Ngãi Lợi B),CSHT_LAN_00303
UL_TAN703B_LAN,10.81.5.32,11,Tân An,TAN037E,CSHT_LAN_00969
3G_TAN039M_LAN,10.81.4.38,18,Tân An,TAN039A (Phan Văn Lại P6),CSHT_LAN_00311
4G-TAN039M-LAN,10.81.4.38,2,Tân An,TAN039A (Phan Văn Lại P6),CSHT_LAN_00311
3G_TAN040M_LAN,10.81.5.12,12,Tân An 1,TAN040A-LAN (Ấp Vĩnh Bình),CSHT_LAN_00306
4G-TAN040M-LAN,10.81.5.12,20,Tân An 1,TAN040A-LAN (Ấp Vĩnh Bình),CSHT_LAN_00306
3G_TAN041M_LAN,10.81.5.211,6,Tân An,TAN041A (Hùng Vương P2),CSHT_LAN_00286
GL_TAN041M_LAN,10.81.4.10,8,Tân An,TAN041A (Hùng Vương P2),CSHT_LAN_00286
3G_TAN044M_LAN,10.81.5.40,22,Tân An 2,TAN044M (Ấp Nhơn Thuận NTT),CSHT_LAN_00362
4G-TAN044M-LAN,10.81.5.40,10,Tân An 2,TAN044M (Ấp Nhơn Thuận NTT),CSHT_LAN_00362
3G_TAN045M_LAN,10.81.4.15,12,Tân An 2,TAN045M (Ấp Nhơn Trị NTT),CSHT_LAN_00355
4G-TAN045M-LAN,10.81.4.15,11,Tân An 2,TAN045M (Ấp Nhơn Trị NTT),CSHT_LAN_00355
3G_TAN047M_LAN,10.81.5.10,14,Tân An 1,TAN047M (195A Nguyễn Văn Rành),CSHT_LAN_00343
4G-TAN047M-LAN,10.81.5.10,15,Tân An 1,TAN047M (195A Nguyễn Văn Rành),CSHT_LAN_00343
3G_TAN048M_LAN,10.81.5.211,4,Tân An,TAN048M (Hẻm 45 Trần Phong Sắc),CSHT_LAN_00363
4G-TAN048M-LAN,10.81.4.10,15,Tân An,TAN048M (Hẻm 45 Trần Phong Sắc),CSHT_LAN_00363
3G_TAN050M_LAN,10.81.5.138,6,Tân An,TAN050M (Nguyễn Thị Hạnh),CSHT_LAN_00333
4G-TAN050M-LAN,10.81.5.138,7,Tân An,TAN050M (Nguyễn Thị Hạnh),CSHT_LAN_00333
3G_TAN051M_LAN,10.81.4.18,9,Tân An 2,TAN051M (Tổ 4 HTP),CSHT_LAN_00323
4G-TAN051M-LAN,10.81.4.18,10,Tân An 2,TAN051M (Tổ 4 HTP),CSHT_LAN_00323
UL_TAN052F_LAN,10.81.4.24,17,Tân An,TAN052F (Vincom),CSHT_LAN_00383
2G_TAN052F_LAN,10.81.4.10,16,Tân An,TAN052F (Vincom),CSHT_LAN_00383
3G_TAN053M_LAN,10.81.5.30,24,Tân An 1,TAN053M (231 Châu Thị Kim),CSHT_LAN_00386
4G-TAN053M-LAN,10.81.5.30,23,Tân An 1,TAN053M (231 Châu Thị Kim),CSHT_LAN_00386
UL_TAN061M_LAN,10.81.4.24,1,Tân An,TAN061M (Đài THLA),CSHT_LAN_00410
UL_TAN062M_LAN,10.81.4.13,12,Tân An 1,TAN062M (KP Nhơn Hậu 1),CSHT_LAN_00413
UL_TAN068M_LAN,10.81.4.13,18,Tân An 1,TAN068M ( Phường Tân Khánh),CSHT_LAN_00595
UL_TAN705B_LAN,10.81.4.13,9,Tân An 2,TAN069E,CSHT_LAN_00966
UL_TAN069M_LAN,10.81.4.13,14,Tân An 1,TAN069M (Phường Khánh Hậu),CSHT_LAN_00594
UL_TAN070M_LAN,10.81.4.19,16,Tân An 2,"TAN070M (324 Bình An A, Lợi Bình Nhơn)",CSHT_LAN_00603
UL_TAN071M_LAN,10.81.5.211,19,Tân An,"TAN071M (KS Trường Diễm, số 12-14 đường Hùng Vương nối dài)",CSHT_LAN_00604
UL_TAN072M_LAN,10.81.5.211,18,Tân An,TAN072M (96/19 Huỳnh Việt Thanh),CSHT_LAN_00605
UL_TAN073M_LAN,10.81.5.40,2,Tân An 2,TAN073M (Ấp Nhơn Trị NTT),CSHT_LAN_00620
UL_TAN074M_LAN,10.81.4.18,24,Tân An 2,TAN074M-LAN ( Ấp 3 xã Hướng Thọ Phú ),CSHT_LAN_00619
UL_TAN052M_LAN,10.81.5.211,20,Tân An,TAN075M-LAN (Vincom),CSHT_LAN_00383
UL_TAN076M_LAN,10.81.5.40,5,Tân An 2,"TAN076M (Ấp Nhơn Trị, Xã Nhơn Thạnh Trung)",CSHT_LAN_00858
UL_TAN077M_LAN,10.81.5.10,22,Tân An 1,"TAN077M (Hẻm 147 Huỳnh Văn Đảnh, Phường 3, TP Tân An, Long An)",CSHT_LAN_00863
3G_TAN078M_LAN,10.81.4.37,8,Tân An 1,TAN078M,CSHT_LAN_00910
4G-TAN078M-LAN,10.81.4.37,17,Tân An 1,TAN078M,CSHT_LAN_00910
UL_TAN079M_LAN,10.81.5.12,11,Tân An 1,TAN079M,CSHT_LAN_00891
UL_TAN080M_LAN,10.81.5.224,4,Tân An 1,TAN080M,CSHT_LAN_00916
UL_TAN081M_LAN,10.81.4.18,16,Tân An 2,TAN081M,CSHT_LAN_00911
UL_TAN082M_LAN,10.81.4.38,8,Tân An,TAN082M,CSHT_LAN_00906
UL_TAN083M_LAN,10.81.4.38,10,Tân An,TAN083M,CSHT_LAN_00922
UL_THO700B_LAN,10.81.4.197,22,Thạnh Hóa,THO003E,CSHT_LAN_00986
UL_THO701B_LAN,10.81.4.197,23,Thạnh Hóa,THO003X,CSHT_LAN_00987
UL_THO702B_LAN,10.81.4.197,21,Thạnh Hóa,THO007E,CSHT_LAN_00985
UL_THO703B_LAN,10.81.5.212,22,Thạnh Hóa,THO011E,CSHT_LAN_00983
UL_THO704B_LAN,10.81.5.68,20,Thạnh Hóa,THO012E,CSHT_LAN_00980
UL_THO705B_LAN,10.81.5.235,5,Thạnh Hóa,THO019E,CSHT_LAN_00984
UL_THO020M_LAN,10.81.5.161,4,Thạnh Hóa,"THO020M (Ấp T3, Thuận Bình)",CSHT_LAN_00359
2G_THO020M_LAN,E1,E1,Thạnh Hóa,"THO020M (Ấp T3, Thuận Bình)",CSHT_LAN_00359
UL_THO021M_LAN,10.81.5.68,6,Thạnh Hóa,THO021M (Ấp Cả Sáu),CSHT_LAN_00353
UL_THO022M_LAN,10.81.5.100,5,Thạnh Hóa,"THO022M (Ấp Đồn A, Thuận Bình)",CSHT_LAN_00357
UL_THO706B_LAN,10.81.5.68,22,Thạnh Hóa,THO023E,CSHT_LAN_00981
UL_THO023M_LAN,10.81.5.68,14,Thạnh Hóa,THO023M (Ấp Đá Biên),CSHT_LAN_00346
UL_THO707B_LAN,10.81.5.68,23,Thạnh Hóa,THO023X,CSHT_LAN_00982
UL_THO024M_LAN,10.81.5.68,7,Thạnh Hóa,THO024M (Ấp Ông Quới),CSHT_LAN_00329
UL_THO025M_LAN,10.81.5.68,19,Thạnh Hóa,"THO025M (Ấp Đình, Thạnh Phước)",CSHT_LAN_00381
3G_THO026M_LAN,10.81.5.68,24,Thạnh Hóa,THO026M (Ấp Cả Sáu),CSHT_LAN_00382
4G-THO026M-LAN,10.81.5.68,15,Thạnh Hóa,THO026M (Ấp Cả Sáu),CSHT_LAN_00382
3G_THO027M_LAN,10.81.4.210,3,Thạnh Hóa,THO027M (Ngã 3 Lộ Tẻ),CSHT_LAN_00384
4G-THO027M-LAN,10.81.4.210,4,Thạnh Hóa,THO027M (Ngã 3 Lộ Tẻ),CSHT_LAN_00384
